ticker,isin,name,issuer,instrument_type,instrument_subtype,currency,catalog_url,instrument_url,is_active,capture_status,history_status,chart_status,error_reason,data_points,actual_start,actual_end,coverage_days,coverage_percent,insufficient_history,screenshot_path
aAPKIb1,,АПК-Инвест,АПК-Инвест,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aAPKIb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aAPKIb2,,АПК-Инвест,АПК-Инвест,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aAPKIb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aAPKIb3,,АПК-Инвест,АПК-Инвест,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aAPKIb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASAVb2,,АЗИЯ АВТО,АЗИЯ АВТО,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASAVb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb10,,aASFIb10,aASFIb10,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb10,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb11,,aASFIb11,aASFIb11,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb11,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb13,,aASFIb13,aASFIb13,bond,corporate,EUR,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb13,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb14,,aASFIb14,aASFIb14,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb14,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb15,,aASFIb15,aASFIb15,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb15,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb17,,aASFIb17,aASFIb17,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb17,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb18,,aASFIb18,aASFIb18,bond,corporate,EUR,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb18,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb19,,aASFIb19,aASFIb19,bond,corporate,EUR,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb19,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb20,,aASFIb20,aASFIb20,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb20,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb21,,aASFIb21,aASFIb21,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb21,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb25,,aASFIb25,aASFIb25,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb25,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
aASFIb27,,aASFIb27,aASFIb27,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb27,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb3,,aASFIb3,aASFIb3,bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb4,,aASFIb4,aASFIb4,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb5,,aASFIb5,aASFIb5,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb5,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb6,,aASFIb6,aASFIb6,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb6,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb7,,aASFIb7,aASFIb7,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb7,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb8,,aASFIb8,aASFIb8,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb8,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASFIb9,,aASFIb9,aASFIb9,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASFIb9,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASNDb1,,aASNDb1,aASNDb1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASNDb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aASNDb2,,aASNDb2,aASNDb2,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aASNDb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aATFBb3,,АТФБанк,АТФБанк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aATFBb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aATFBb4,,АТФБанк,АТФБанк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aATFBb4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aATFBb5,,АТФБанк,АТФБанк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aATFBb5,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aATFBb6,,АТФБанк,АТФБанк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aATFBb6,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aATFBe2,,АТФБанк,АТФБанк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aATFBe2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aATFBe4,,АТФБанк,АТФБанк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aATFBe4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aATFBe5,,АТФБанк,АТФБанк,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aATFBe5,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
ABBNb1,,Банк Астаны,Банк Астаны,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/ABBNb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
ABBNb2,,Банк Астаны,Банк Астаны,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/ABBNb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
ABDIb1,,ABDIb1,ABDIb1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/ABDIb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aBGSTb1,,aBGSTb1,aBGSTb1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aBGSTb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aBM_RECHe1,,aBM_RECHe1,aBM_RECHe1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aBM_RECHe1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
ABRXpp1,,AB Restaurants,AB Restaurants,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/ABRXpp1,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
aBTTRb1,,Батыс транзит,Батыс транзит,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aBTTRb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
ACARb1,,A-cars,A-cars,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/ACARb1,True,PENDING,PARTIAL,DATA_READY,,199,2025-08-27T19:00:00,2026-08-27T19:00:00,199,80.24,True,
aCBH_b1,,aCBH_b1,aCBH_b1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aCBH_b1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aCCBNb14,,Банк ЦентрКредит,Банк ЦентрКредит,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aCCBNb14,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
ADB_U040912,,Азиатский банк развития,Азиатский банк развития,bond,international,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/ADB_U040912,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aEABRK280414,,Евразийский банк развития,Евразийский банк развития,bond,international,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aEABRK280414,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aEKTNb1,,ЭКОТОН+,ЭКОТОН+,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aEKTNb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aELDSb1,,aELDSb1,aELDSb1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aELDSb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AESOb1,,AESOb1,AESOb1,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AESOb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
aFRMPb1,,"Фонд ""Даму""","Фонд ""Даму""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/aFRMPb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGFNb1,,AgroFinance,AgroFinance,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGFNb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGGZb1,,Амангельды Газ,Амангельды Газ,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGGZb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb1,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb10,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb10,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb11,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb11,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb12,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb12,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb13,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb13,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb14,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb14,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb15,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb15,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb16,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb16,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb17,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb17,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb18,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb18,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb19,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb19,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb2,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb2,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb20,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb20,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb21,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb21,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb22,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb22,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb23,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb23,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb24,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb24,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb3,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb4,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb4,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb5,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb5,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb6,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb6,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb7,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb7,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKb8,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb8,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKb9,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKb9,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKpp1,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKpp10,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp10,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
AGKKpp11,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp11,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKpp12,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp12,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKpp13,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp13,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKpp14,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp14,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKpp15,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp15,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKpp16,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp16,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
AGKKpp17,,Аграрная кредитная корпорация,Аграрная кредитная корпорация,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/AGKKpp17,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
